condicao_corporal,historico_taxa_prenhez,intervalo_pos_parto_dias,num_partos_anteriores,dias_desde_ultima_ins,dep_fertilidade_animal,especie,raca_femea,tipo_inseminacao,protocolo_hormonal,temperatura_ambiente_c,estacao,dep_acuracia,coeficiente_endogamia,prenha
3.5,0.73,91,3,106,8.1,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,24.3,SECA,0.94,0.06,1
4.0,0.6672,168,0,120,6.6,BOVINO,Sindi,IATF,IATF 7 dias,27.9,CHUVOSA,0.7,0.02,0
4.0,0.92,71,2,137,10.1,BOVINO,Brahman,IATF,P4+EB 7 dias,24.3,CHUVOSA,0.53,0.0105,1
3.5,0.7,90,1,75,12.5,CAPRINO,Boer,IATF,OvSynch,23.6,SECA,0.72,0.0172,1
3.5,0.64,63,2,54,8.1,OVINO,Morada Nova,IATF,Crestar,27.8,SECA,0.75,0.0161,1
3.5,0.73,77,2,112,11.4,CAPRINO,Saanen,IATF,P4+EB 7 dias,23.8,SECA,0.71,0.06,1
1.0,0.6672,130,3,7,7.2,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,38.7,CHUVOSA,0.7,0.02,0
5.0,0.32,48,7,119,6.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,33.1,SECA,0.67,0.0922,0
3.0,0.6672,243,2,28,7.6,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,32.6,SECA,0.7,0.02,1
1.5,0.53,46,0,128,5.7,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,30.6,CHUVOSA,0.74,0.0269,0
2.0,0.6672,50,1,32,7.5,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,36.4,SECA,0.7,0.02,1
3.0,0.77,108,4,111,8.4,OVINO,Santa Inês,IATF,P4+EB 7 dias,22.2,SECA,0.72,0.0026,1
3.0,0.5726,175,1,88,5.3,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,34.3,CHUVOSA,0.7,0.02,1
3.5,0.62,89,2,72,9.3,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,29.4,CHUVOSA,0.8,0.06,1
4.0,0.6672,168,0,41,4.0,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,23.6,SECA,0.7,0.02,1
5.0,0.6259,157,0,50,5.7,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,27.4,CHUVOSA,0.7,0.02,0
2.0,0.41,29,0,28,1.5,CAPRINO,Moxotó,IATF,Crestar,22.2,CHUVOSA,0.27,0.0184,0
3.0,0.6672,224,3,8,6.3,BOVINO,Girolando,IATF,IATF 7 dias,39.2,CHUVOSA,0.7,0.02,0
3.0,0.55,74,0,158,7.7,CAPRINO,Anglo-nubiano,IATF,OvSynch,24.8,CHUVOSA,0.8,0.0085,1
3.0,0.6672,102,3,113,4.9,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,39.4,CHUVOSA,0.7,0.02,1
3.5,0.88,45,1,125,8.3,CAPRINO,Saanen,IATF,CIDR+GnRH,20.4,CHUVOSA,0.61,0.06,1
3.0,0.24,51,7,155,6.8,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,27.0,SECA,0.9,0.217,0
4.0,0.6672,251,1,110,5.9,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,33.9,SECA,0.7,0.02,1
4.0,0.64,62,4,94,4.8,CAPRINO,Anglo-nubiano,IATF,OvSynch,34.2,SECA,0.78,0.0111,1
1.0,0.6672,168,0,104,7.9,BOVINO,Nelore,IATF,IATF 7 dias,33.3,SECA,0.7,0.02,0
4.0,0.6259,157,0,59,6.6,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,30.0,SECA,0.7,0.02,0
2.0,0.28,56,1,62,7.6,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,33.4,CHUVOSA,0.68,0.1889,0
3.0,0.6672,134,1,98,7.8,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,21.6,CHUVOSA,0.7,0.02,0
2.0,0.28,39,2,78,3.1,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,30.9,SECA,0.66,0.0299,0
2.5,0.5,67,2,22,5.3,BOVINO,Nelore,IATF,CIDR+GnRH,32.7,SECA,0.59,0.025,1
4.0,0.6672,168,0,57,3.0,BOVINO,Brahman,IATF,Sem protocolo,19.0,SECA,0.7,0.02,1
4.0,0.6672,92,3,34,5.4,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,36.4,SECA,0.7,0.02,0
3.0,0.68,124,5,21,11.2,CAPRINO,Boer,IATF,P4+EB 7 dias,31.6,CHUVOSA,0.84,0.0525,1
4.0,0.6259,157,0,43,2.1,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,31.4,SECA,0.7,0.02,1
1.5,0.11,28,0,73,4.1,CAPRINO,Boer,IATF,OvSynch,31.5,SECA,0.91,0.0211,0
3.0,0.5726,81,2,40,5.7,OVINO,Santa Inês,IATF,P4+BE+PGF,23.0,SECA,0.7,0.02,1
2.0,0.46,46,3,104,2.8,BOVINO,Simmental,IATF,Crestar,23.7,SECA,0.87,0.1779,0
2.5,0.42,54,1,35,2.3,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,29.4,SECA,0.59,0.0031,0
4.0,0.5726,169,0,17,4.2,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,29.8,SECA,0.7,0.02,1
3.5,0.93,71,4,74,8.7,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,23.6,CHUVOSA,0.79,0.019,1
3.0,0.5726,169,0,107,6.9,OVINO,Dorper,IATF,IATF 7 dias,22.7,CHUVOSA,0.7,0.02,0
3.0,0.5726,80,2,9,5.8,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,18.1,SECA,0.7,0.02,1
4.0,0.6672,297,5,97,6.6,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,21.5,SECA,0.7,0.02,1
3.5,0.49,77,5,171,8.4,BOVINO,Brahman,IATF,OvSynch,28.5,CHUVOSA,0.93,0.0154,1
3.0,0.5726,34,1,52,5.5,OVINO,Texel,IATF,P4+BE+PGF,19.0,CHUVOSA,0.7,0.02,0
4.0,0.6672,168,0,109,6.3,BOVINO,Nelore,IATF,Sem protocolo,23.2,CHUVOSA,0.7,0.02,1
3.5,0.66,77,4,69,13.4,OVINO,Morada Nova,IATF,Crestar,19.4,CHUVOSA,0.63,0.06,1
3.0,0.87,93,4,74,6.9,OVINO,Suffolk,IATF,P4+EB 7 dias,32.4,SECA,0.81,0.019,1
4.0,0.6672,176,3,73,6.6,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,18.2,CHUVOSA,0.7,0.02,1
4.0,0.56,53,6,164,9.5,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,27.4,CHUVOSA,0.72,0.0124,1
3.5,0.9,74,5,153,5.3,BOVINO,Gir,IATF,OvSynch,26.7,SECA,0.65,0.0119,1
3.5,0.6,73,3,36,8.9,OVINO,Suffolk,IATF,Crestar,24.0,CHUVOSA,0.57,0.0082,1
2.0,0.6672,168,0,113,7.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,27.1,CHUVOSA,0.7,0.02,0
4.0,0.6672,81,1,106,5.6,BOVINO,Girolando,IATF,Ovsynch,36.6,CHUVOSA,0.7,0.02,1
2.0,0.57,38,0,52,6.6,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,27.0,SECA,0.82,0.0349,0
3.5,0.75,72,3,122,11.7,BOVINO,Brahman,IATF,Crestar,29.8,SECA,0.86,0.0364,1
3.5,0.36,48,0,18,4.0,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,19.3,CHUVOSA,0.91,0.06,0
4.5,0.74,47,1,137,5.2,OVINO,Suffolk,IATF,OvSynch,26.6,SECA,0.47,0.0288,1
3.0,0.66,92,4,91,9.0,CAPRINO,Moxotó,IATF,CIDR+GnRH,26.0,CHUVOSA,0.64,0.0549,1
3.0,0.81,94,4,93,9.2,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,26.3,SECA,0.83,0.0244,1
4.0,0.6259,122,2,12,5.3,CAPRINO,Toggenburg,IA_CONVENCIONAL,IA_CONVENCIONAL,36.6,SECA,0.7,0.02,1
3.0,0.6259,88,3,77,2.9,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,38.9,SECA,0.7,0.02,0
3.5,0.63,89,2,30,7.8,CAPRINO,Saanen,IATF,Crestar,25.9,SECA,0.63,0.0361,1
3.0,0.5726,203,3,28,4.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,27.9,CHUVOSA,0.7,0.02,1
5.0,0.6672,168,0,96,6.4,BOVINO,Sindi,IATF,IATF 7 dias,29.8,CHUVOSA,0.7,0.02,0
3.0,0.6672,168,0,107,6.7,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,36.6,CHUVOSA,0.7,0.02,0
5.0,0.6259,157,0,107,6.9,CAPRINO,Saanen,IATF,P4+BE+PGF,33.1,SECA,0.7,0.02,1
2.0,0.6672,168,0,59,6.0,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,25.0,SECA,0.7,0.02,0
3.0,0.6259,208,3,109,5.6,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,38.8,CHUVOSA,0.7,0.02,1
3.0,0.6672,195,1,38,9.1,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,26.3,CHUVOSA,0.7,0.02,1
5.0,0.56,26,7,111,4.0,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,CHUVOSA,0.91,0.2361,0
4.0,0.6672,168,0,109,7.7,BOVINO,Brahman,IATF,Cosynch,27.2,SECA,0.7,0.02,0
2.0,0.6672,76,2,86,8.3,BOVINO,Brahman,IATF,Ovsynch,26.9,CHUVOSA,0.7,0.02,0
3.0,0.56,62,2,59,8.2,BOVINO,Tabapuã,IATF,P4+EB 7 dias,22.4,SECA,0.75,0.0146,1
2.5,0.43,55,0,123,4.2,CAPRINO,Saanen,IATF,Crestar,18.0,CHUVOSA,0.39,0.0437,0
3.0,0.92,101,1,100,15.0,OVINO,Santa Inês,IATF,OvSynch,27.5,SECA,0.75,0.06,1
3.0,0.6672,168,0,14,5.5,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,CHUVOSA,0.7,0.02,0
1.5,0.19,71,7,105,4.6,OVINO,Dorper,IATF,CIDR+GnRH,25.4,SECA,0.64,0.0338,0
3.5,0.76,73,2,125,4.2,BOVINO,Tabapuã,IATF,P4+EB 7 dias,24.5,SECA,0.8,0.0259,1
3.0,0.5726,230,1,53,5.0,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,22.5,CHUVOSA,0.7,0.02,1
3.0,0.47,65,2,81,5.1,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,30.3,CHUVOSA,0.6,0.0165,0
2.0,0.6259,208,2,108,3.8,CAPRINO,Anglo Nubiana,IA_CONVENCIONAL,IA_CONVENCIONAL,34.3,SECA,0.7,0.02,1
4.0,0.5726,276,1,49,4.2,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,32.6,CHUVOSA,0.7,0.02,1
3.5,0.81,80,0,122,7.6,OVINO,Suffolk,IATF,Crestar,29.7,SECA,0.4,0.0107,1
2.5,0.36,35,7,65,6.8,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,26.0,CHUVOSA,0.61,0.06,0
5.0,0.6672,154,5,71,7.8,BOVINO,Gir,IATF,Select Synch,21.8,CHUVOSA,0.7,0.02,1
3.5,0.71,97,3,127,7.3,BOVINO,Nelore,IATF,Crestar,23.4,SECA,0.76,0.06,1
2.5,0.41,15,8,64,6.5,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,28.7,CHUVOSA,0.46,0.029,0
3.0,0.6672,233,2,54,4.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,22.9,SECA,0.7,0.02,0
3.5,0.7,50,1,33,2.2,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,34.1,CHUVOSA,0.46,0.06,0
3.5,0.72,92,2,172,9.8,CAPRINO,Anglo-nubiano,IATF,OvSynch,32.9,SECA,0.45,0.0002,1
2.5,0.3,47,1,115,5.1,CAPRINO,Moxotó,IATF,CIDR+GnRH,26.5,CHUVOSA,0.78,0.005,0
4.0,0.67,95,4,92,5.2,CAPRINO,Boer,IATF,Crestar,28.8,SECA,0.69,0.0112,1
3.0,0.46,28,8,99,4.5,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,25.1,CHUVOSA,0.46,0.06,0
2.0,0.3,38,1,142,8.8,BOVINO,Gir,IATF,Crestar,29.9,SECA,0.48,0.0391,0
4.0,0.86,74,4,87,5.9,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,24.8,CHUVOSA,0.8,0.0117,1
4.0,0.5726,169,0,111,3.2,OVINO,Somalis,IATF,Sem protocolo,30.0,SECA,0.7,0.02,0
2.5,0.48,68,1,68,4.7,CAPRINO,Anglo-nubiano,IATF,P4+EB 7 dias,36.8,SECA,0.78,0.06,0
3.5,0.78,91,3,165,5.7,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,26.8,SECA,0.66,0.0201,1
3.0,0.66,89,1,126,10.1,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.4,SECA,0.93,0.0208,1
3.5,0.63,81,1,146,4.6,BOVINO,Tabapuã,IATF,P4+EB 7 dias,27.6,CHUVOSA,0.92,0.0253,1
3.5,0.56,81,2,32,6.8,CAPRINO,Saanen,IATF,OvSynch,18.7,CHUVOSA,0.77,0.0087,1
2.0,0.55,18,5,12,4.9,CAPRINO,Moxotó,IATF,P4+EB 7 dias,25.0,CHUVOSA,0.76,0.2012,0
3.5,0.68,48,5,133,4.7,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,24.0,CHUVOSA,0.91,0.0308,1
2.0,0.5726,136,3,93,6.1,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,38.5,CHUVOSA,0.7,0.02,0
5.0,0.5,33,4,1,7.6,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,27.6,CHUVOSA,0.45,0.0271,0
5.0,0.29,50,4,109,4.8,BOVINO,Guzerá,IATF,OvSynch,32.7,CHUVOSA,0.55,0.06,0
2.0,0.28,45,1,147,4.0,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,32.4,SECA,0.26,0.06,0
5.0,0.63,25,0,165,7.2,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,26.5,SECA,0.64,0.06,0
3.0,0.6672,140,3,89,7.7,BOVINO,Tabapuã,IATF,Sem protocolo,27.9,SECA,0.7,0.02,0
1.5,0.42,43,7,75,5.9,BOVINO,Tabapuã,IATF,P4+EB 7 dias,23.4,SECA,0.84,0.0559,0
4.0,0.68,101,2,68,5.1,CAPRINO,Moxotó,IATF,CIDR+GnRH,30.7,SECA,0.93,0.0104,1
4.0,0.5726,169,0,100,5.8,OVINO,Bergamácia,IATF,Ovsynch,38.9,CHUVOSA,0.7,0.02,1
3.5,0.31,55,2,14,4.0,CAPRINO,Moxotó,IATF,CIDR+GnRH,31.1,CHUVOSA,0.92,0.06,0
3.0,0.6672,288,4,9,6.0,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,20.8,CHUVOSA,0.7,0.02,1
3.0,0.6672,218,3,120,5.7,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,27.0,SECA,0.7,0.02,1
4.0,0.6672,168,0,48,5.3,BOVINO,Sindi,IATF,Sem protocolo,25.7,CHUVOSA,0.7,0.02,1
4.0,0.6,73,6,33,10.0,BOVINO,Simmental,IA_CONVENCIONAL,IA_CONVENCIONAL,26.9,CHUVOSA,0.92,0.0412,1
1.5,0.56,23,3,73,7.1,CAPRINO,Anglo-nubiano,IATF,Crestar,29.5,CHUVOSA,0.8,0.0124,0
3.5,0.73,90,1,30,9.0,OVINO,Morada Nova,IATF,Crestar,26.8,CHUVOSA,0.69,0.0025,1
3.5,0.65,90,4,41,4.9,CAPRINO,Moxotó,IATF,CIDR+GnRH,23.0,CHUVOSA,0.95,0.0181,1
5.0,0.6672,168,0,37,6.6,BOVINO,Sindi,IATF,Sem protocolo,30.8,SECA,0.7,0.02,0
5.0,0.5726,30,2,43,4.5,OVINO,Santa Inês,IATF,GnRH+PGF2α,27.8,SECA,0.7,0.02,1
3.0,0.6672,168,0,50,6.7,BOVINO,Brahman,IA_CONVENCIONAL,IA_CONVENCIONAL,36.5,CHUVOSA,0.7,0.02,0
4.0,0.5726,296,1,40,4.9,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,31.4,SECA,0.7,0.02,1
4.0,0.6672,168,0,92,4.3,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,35.0,CHUVOSA,0.7,0.02,1
3.0,0.7,91,4,51,8.1,OVINO,Suffolk,IATF,P4+EB 7 dias,27.0,CHUVOSA,0.69,0.0447,1
3.0,0.5726,44,5,84,6.7,OVINO,Somalis,IATF,Select Synch,22.9,CHUVOSA,0.7,0.02,1
2.0,0.6672,168,0,79,9.2,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,29.6,CHUVOSA,0.7,0.02,0
4.0,0.6672,168,0,55,10.4,BOVINO,Sindi,IA_CONVENCIONAL,IA_CONVENCIONAL,28.6,SECA,0.7,0.02,1
3.0,0.3,46,2,65,3.2,BOVINO,Gir,IATF,Crestar,26.6,SECA,0.3,0.0326,0
3.5,0.85,80,3,32,6.8,OVINO,Dorper,IATF,P4+EB 7 dias,21.6,SECA,0.64,0.0364,1
3.0,0.73,77,3,135,11.0,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,20.8,SECA,0.77,0.011,1
3.0,0.41,62,3,79,3.3,CAPRINO,Boer,IATF,Crestar,23.8,CHUVOSA,0.89,0.06,1
3.0,0.07,49,5,1,3.4,BOVINO,Angus,IATF,P4+EB 7 dias,20.6,CHUVOSA,0.8,0.0026,0
2.0,0.6672,197,3,32,7.1,BOVINO,Girolando,IA_CONVENCIONAL,IA_CONVENCIONAL,28.0,SECA,0.7,0.02,1
3.5,0.7,67,2,52,6.3,CAPRINO,Boer,IATF,OvSynch,26.0,CHUVOSA,0.92,0.0119,1
4.0,0.63,88,1,159,3.0,OVINO,Santa Inês,IATF,P4+EB 7 dias,32.2,SECA,0.67,0.06,1
1.0,0.39,45,0,83,4.7,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,30.1,CHUVOSA,0.48,0.06,0
3.5,0.89,79,1,62,7.2,OVINO,Santa Inês,IATF,Crestar,25.2,SECA,0.46,0.0048,1
5.0,0.6672,168,0,81,7.2,BOVINO,Sindi,IATF,Sem protocolo,25.5,SECA,0.7,0.02,1
3.0,0.5726,169,0,10,5.9,OVINO,Somalis,IA_CONVENCIONAL,IA_CONVENCIONAL,18.9,CHUVOSA,0.7,0.02,1
3.0,0.5726,169,0,12,7.1,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,22.8,SECA,0.7,0.02,0
4.0,0.6672,168,0,56,6.6,BOVINO,Tabapuã,IATF,Cosynch,18.8,SECA,0.7,0.02,1
4.0,0.5726,169,0,110,5.8,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,29.6,SECA,0.7,0.02,0
4.5,0.67,103,2,120,8.8,OVINO,Suffolk,IA_CONVENCIONAL,IA_CONVENCIONAL,29.2,SECA,0.45,0.0243,1
5.0,0.6259,157,0,39,5.0,CAPRINO,Boer,IATF,Sem protocolo,28.2,CHUVOSA,0.7,0.02,1
3.0,0.24,15,8,14,5.6,BOVINO,Brahman,IATF,CIDR+GnRH,22.0,CHUVOSA,0.66,0.06,0
5.0,0.5726,197,3,45,3.8,OVINO,Dorper,IATF,Cosynch,28.0,CHUVOSA,0.7,0.02,1
3.5,0.76,80,3,146,7.6,OVINO,Dorper,IATF,CIDR+GnRH,26.5,CHUVOSA,0.86,0.06,1
2.0,0.6672,49,4,24,7.3,BOVINO,Canchim,IA_CONVENCIONAL,IA_CONVENCIONAL,37.5,SECA,0.7,0.02,0
3.0,0.5726,169,0,13,6.4,OVINO,Dorper,IA_CONVENCIONAL,IA_CONVENCIONAL,26.2,SECA,0.7,0.02,1
3.5,0.85,64,2,36,9.2,BOVINO,Tabapuã,IATF,P4+EB 7 dias,32.9,SECA,0.69,0.0146,1
3.5,0.79,73,1,49,9.1,BOVINO,Nelore,IATF,OvSynch,29.9,SECA,0.63,0.0121,1
4.0,0.5726,298,1,120,6.0,OVINO,Bergamácia,IA_CONVENCIONAL,IA_CONVENCIONAL,23.0,CHUVOSA,0.7,0.02,1
4.0,0.6259,42,1,116,6.3,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,21.1,SECA,0.7,0.02,1
3.5,0.05,41,2,95,9.2,BOVINO,Tabapuã,IATF,CIDR+GnRH,29.0,CHUVOSA,0.83,0.06,0
2.0,0.33,55,0,142,5.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,28.2,SECA,0.49,0.06,0
4.0,0.71,49,5,132,6.6,BOVINO,Gir,IATF,Crestar,30.3,SECA,0.49,0.024,1
3.0,0.5726,169,0,36,6.3,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,19.6,CHUVOSA,0.7,0.02,0
3.0,0.6259,260,1,38,5.4,CAPRINO,Repartida,IA_CONVENCIONAL,IA_CONVENCIONAL,34.5,SECA,0.7,0.02,1
2.5,0.18,15,2,147,4.7,BOVINO,Angus,IATF,CIDR+GnRH,35.6,SECA,0.64,0.06,0
1.5,0.5,45,0,13,2.0,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,30.9,SECA,0.55,0.0098,0
3.0,0.6672,168,0,38,4.8,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,18.7,SECA,0.7,0.02,1
2.5,0.07,54,0,177,8.1,BOVINO,Guzerá,IATF,OvSynch,33.7,SECA,0.35,0.0328,0
3.0,0.6672,188,4,77,4.4,BOVINO,Guzerá,IA_CONVENCIONAL,IA_CONVENCIONAL,28.0,SECA,0.7,0.02,1
4.0,0.6672,170,3,20,4.8,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,33.0,SECA,0.7,0.02,1
3.5,1.0,102,2,22,4.0,OVINO,Suffolk,IATF,P4+EB 7 dias,26.7,CHUVOSA,0.73,0.0411,1
3.0,0.6672,168,0,8,6.4,BOVINO,Brahman,IATF,Sem protocolo,30.2,CHUVOSA,0.7,0.02,1
3.0,0.6672,168,0,55,8.5,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,34.4,CHUVOSA,0.7,0.02,0
4.0,0.63,84,0,62,6.8,OVINO,Suffolk,IATF,CIDR+GnRH,27.0,CHUVOSA,0.53,0.06,1
2.5,0.42,67,0,47,3.1,CAPRINO,Moxotó,IA_CONVENCIONAL,IA_CONVENCIONAL,22.8,CHUVOSA,0.22,0.0093,0
3.0,0.5726,266,1,75,8.0,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,39.6,CHUVOSA,0.7,0.02,0
4.0,0.6259,110,1,93,4.9,CAPRINO,Saanen,IA_CONVENCIONAL,IA_CONVENCIONAL,22.4,CHUVOSA,0.7,0.02,0
3.0,0.6672,160,6,49,7.7,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,23.0,SECA,0.7,0.02,0
2.5,0.78,65,2,154,8.2,CAPRINO,Saanen,IATF,OvSynch,19.1,CHUVOSA,0.53,0.0274,1
3.5,0.87,104,4,179,9.1,BOVINO,Angus,IATF,Crestar,25.4,SECA,0.91,0.0302,1
3.0,0.6259,202,2,78,5.6,CAPRINO,Toggenburg,IATF,Sem protocolo,26.7,CHUVOSA,0.7,0.02,1
4.0,0.73,97,1,100,8.5,BOVINO,Nelore,IATF,P4+EB 7 dias,24.6,SECA,0.62,0.0518,1
2.5,0.77,67,2,161,8.5,OVINO,Somalis Brasileira,IATF,OvSynch,28.4,SECA,0.78,0.0331,1
4.0,0.89,75,3,94,6.8,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,27.6,SECA,0.92,0.06,1
4.0,0.5726,186,5,114,5.5,OVINO,Morada Nova,IATF,Sem protocolo,37.9,SECA,0.7,0.02,0
3.5,0.66,93,2,157,6.3,OVINO,Somalis Brasileira,IATF,P4+EB 7 dias,27.8,SECA,0.71,0.0035,1
5.0,0.6672,168,0,47,6.8,BOVINO,Gir,IA_CONVENCIONAL,IA_CONVENCIONAL,24.7,SECA,0.7,0.02,1
1.0,0.6672,187,3,103,7.7,BOVINO,Canchim,IATF,Select Synch,25.0,SECA,0.7,0.02,1
2.5,0.36,39,7,19,10.4,BOVINO,Angus,IA_CONVENCIONAL,IA_CONVENCIONAL,18.0,CHUVOSA,0.44,0.0236,0
5.0,0.6672,168,0,16,5.5,BOVINO,Sindi,IATF,P4+BE+PGF,29.5,SECA,0.7,0.02,1
4.5,0.09,46,2,149,4.1,OVINO,Morada Nova,IATF,Crestar,29.0,CHUVOSA,0.57,0.06,0
2.0,0.6672,168,0,14,6.1,BOVINO,Tabapuã,IA_CONVENCIONAL,IA_CONVENCIONAL,18.8,SECA,0.7,0.02,0
2.5,0.38,30,2,174,4.3,CAPRINO,Boer,IATF,OvSynch,33.4,SECA,0.41,0.0573,0
3.0,0.67,60,3,95,8.2,CAPRINO,Boer,IA_CONVENCIONAL,IA_CONVENCIONAL,28.9,CHUVOSA,0.51,0.0262,1
3.5,0.92,102,1,57,12.0,BOVINO,Nelore,IA_CONVENCIONAL,IA_CONVENCIONAL,27.7,SECA,0.65,0.0313,1
3.5,0.65,45,1,175,5.8,OVINO,Morada Nova,IA_CONVENCIONAL,IA_CONVENCIONAL,32.9,CHUVOSA,0.55,0.06,1
4.0,0.68,85,1,53,7.5,OVINO,Santa Inês,IATF,CIDR+GnRH,26.9,SECA,0.87,0.029,1
5.0,0.5726,253,1,86,7.5,OVINO,Texel,IA_CONVENCIONAL,IA_CONVENCIONAL,35.9,CHUVOSA,0.7,0.02,1
4.0,0.56,74,3,64,7.0,OVINO,Morada Nova,IATF,P4+EB 7 dias,27.1,SECA,0.77,0.0193,1
3.0,0.82,87,1,158,9.9,OVINO,Morada Nova,IATF,P4+EB 7 dias,27.1,CHUVOSA,0.45,0.0427,1
3.0,0.85,82,2,42,7.8,BOVINO,Angus,IATF,CIDR+GnRH,28.6,CHUVOSA,0.81,0.06,1
4.5,0.31,45,0,101,4.9,OVINO,Somalis Brasileira,IA_CONVENCIONAL,IA_CONVENCIONAL,27.8,CHUVOSA,0.92,0.0461,0
3.0,0.5726,240,1,69,5.3,OVINO,Santa Inês,IA_CONVENCIONAL,IA_CONVENCIONAL,35.0,CHUVOSA,0.7,0.02,1
